,GENE,LENGTH,Total_Introns,Intron_Position,Repeat_Percentage,Repeat_Types,GC_Content,phylop_mean,PIR_Nuc_baseline,TPM_Nuc_baseline,TPM_Cyt_baseline,Nuclear_Enrichment,hl_gated_gwise,hl_gated_intwise,hl_gated_intwise_scaled,hl_gated_intwise_scaled_logged,stability,CpG_total,CpG_methylated_perc,Speckle_Enrichment,ssDRIP_peaks,ssDRIP_qValue,ssDRIP_cov,UMAP1_HLrev,UMAP2_HLrev,class_hls
HsaINT0011937,ARHGEF17,471,20.0,14.0,0.0,,60.5095541401274,-0.0699297855994565,61.205,31.435,3.12,3.33275382891621,11.506,5.443,0.4730575351990265,-0.3250860353724067,Stable_4h,14,91.54929577464787,2.07803042405464,0,,0.5100709832100514,11.247106,8.657553,LL-RIs
HsaINT0011970,ARHGEF19,3418,15.0,1.0,18.05149210064365,"LINE/L2, SINE/MIR, Simple_repeat",54.651843183148,0.194552238793885,81.295,275.705,28.58,3.2700476097835818,9.54,5.125,0.5372117400419287,-0.2698545049763032,Stable_4h,86,83.26923076923077,2.48799291071961,0,,0.4189331660156226,9.265888,7.0246444,LL-RIs
HsaINT0011975,ARHGEF19,2527,15.0,14.0,66.00712307083498,"LINE/L2, Low_complexity, SINE/Alu, SINE/MIR",53.6208943411159,-0.1165930321886221,69.365,275.705,28.58,3.2700476097835818,9.54,12.0,1.257861635220126,0.0996328713435297,Stable_4h,41,89.6694214876033,2.48799291071961,0,,1.2192450363175575,7.8258057,8.059888,LL-RIs
HsaINT0012083,ARHGEF4,335,13.0,1.0,8.35820895522388,Simple_repeat,61.4925373134328,1.215161675483429,93.755,45.075,5.105,3.1423446254419023,7.175,12.0,1.6724738675958188,0.2233593406415949,Stable_4h,24,95.86776859504133,,335,161.829,1.8742231387342527,7.6111255,9.189662,LL-RIs
HsaINT0012090,ARHGEF4,983,13.0,6.0,0.0,,63.1739572736521,-0.3838279017944566,65.03,45.075,5.105,3.1423446254419023,7.175,5.346,0.7450871080139373,-0.1277929509855115,Stable_4h,96,94.40860215053765,,983,161.829,0.8832669264113069,8.079306,10.021605,LL-RIs
HsaINT0012085,ARHGEF4,715,13.0,11.0,0.0,,61.6783216783217,-0.503830532609069,45.46,45.075,5.105,3.1423446254419023,7.175,5.588,0.778815331010453,-0.1085655079638856,Stable_4h,22,91.42857142857144,,715,161.829,1.154379989635905,9.601986,8.80941,LL-RIs
HsaINT0012104,ARHGEF40,1134,23.0,19.0,43.386243386243386,"SINE/Alu, SINE/MIR, Simple_repeat",41.710758377425,0.0190529555573669,51.71,98.865,27.405,1.851020736516944,12.0,9.363,0.78025,-0.1077662226626297,Stable_4h,18,92.74193548387096,2.87685746650819,0,,2.3068851256044964,11.505712,8.485676,LL-RIs
HsaINT0012438,ARL6IP4,383,5.0,1.0,0.0,,74.934725848564,-0.6239214634244862,70.835,398.915,180.165,1.1467626014103651,12.0,5.311,0.4425833333333333,-0.3540049446284876,Stable_4h,92,1.937046004842615,,0,,0.7854980598046225,7.094424,10.75166,LL-RIs
HsaINT1004492,ARMC5,491,7.0,2.0,0.0,,66.8024439918534,-0.1133755105509593,100.0,35.87,5.66,2.6639037871256424,3.152,12.0,3.807106598984771,0.5805950372301071,Stable_4h,104,1.607717041800643,3.25652437703348,0,,0.6157644520558148,6.7525682,10.527388,LL-RIs
HsaINT0012810,ARRB2,77,13.0,12.0,0.0,,63.6363636363636,0.0183157853439058,79.945,167.33,60.96,1.4567613162797328,9.622,7.926,0.8237372687590938,-0.0842112845683744,Stable_4h,0,,2.49708614988157,0,,1.940654859680809,3.4673576,8.76931,LL-RIs
HsaINT0012811,ARRB2,305,13.0,13.0,0.0,,52.1311475409836,0.0226677637639161,41.11,167.33,60.96,1.4567613162797328,9.622,10.496,1.0908335065474954,0.0377584694650397,Stable_4h,8,85.45454545454545,2.49708614988157,0,,0.8556189512421508,8.313917,7.1024256,LL-RIs
HsaINT0012826,ARRDC1,73,7.0,7.0,0.0,,67.1232876712329,0.3173611103815751,53.79,125.33,12.825,3.2887010601775875,7.303,12.0,1.6431603450636725,0.2156799454061747,Stable_4h,8,100.0,,0,,1.6464137999824149,3.269858,8.814959,LL-RIs
HsaINT0012821,ARRDC1,453,7.0,2.0,0.0,,62.2516556291391,-0.2592632743700993,72.58,125.33,12.825,3.2887010601775875,7.303,9.39,1.2857729700123235,0.1091642916246608,Stable_4h,6,80.0,,0,,0.5270803554146026,8.289982,8.561632,LL-RIs
HsaINT0012820,ARRDC1,7060,7.0,1.0,36.5014164305949,"LINE/L1, LTR/ERVL-MaLR, SINE/Alu, SINE/MIR, Simple_repeat",59.3342776203966,-0.2457679552049181,36.45,125.33,12.825,3.2887010601775875,7.303,12.0,1.6431603450636725,0.2156799454061747,Stable_4h,513,76.52613827993255,,0,,0.6370389476381899,7.5172625,10.208095,LL-RIs
HsaINT0025436,ARRDC1-AS1,339,2.0,1.0,0.0,,66.6666666666667,-0.9591449724273348,88.015,87.195,19.865,2.1340166158649434,2.891,12.0,4.150812867519889,0.6181331543769669,Stable_4h,36,0.0,1.38912781854552,0,,0.71113329686876,8.293242,10.674522,LL-RIs
HsaINT1004539,ARRDC1-AS1,1734,2.0,2.0,56.40138408304498,"LINE/L2, LINE/RTE-BovB, SINE/Alu, SINE/MIR",50.0576701268743,-0.2163785339940518,59.55,87.195,19.865,2.1340166158649434,2.891,7.758,2.6835005188516083,0.4287016835933798,Stable_4h,50,89.28571428571429,1.38912781854552,0,,0.4854169343028273,13.225774,6.4832935,LL-RIs
HsaINT0012854,ARSA,73,7.0,3.0,0.0,,61.6438356164384,0.5381666638940159,75.42,66.17,4.675,3.823139009441789,12.0,9.765,0.8137500000000001,-0.0895089984237516,Stable_4h,3,87.5,2.47591050308368,0,,1.4377700705616845,3.4271877,8.629696,LL-RIs
HsaINT1004650,ASMTL,2543,11.0,8.0,43.53126228863547,"SINE/Alu, Simple_repeat",56.5080613448683,-0.2014767905799078,66.135,76.965,28.49,1.4337469045887212,12.0,5.76,0.48,-0.3187587626244128,Stable_4h,0,,,0,,0.0,9.046928,8.9443865,LL-RIs
HsaINT1004644,ASMTL,6427,11.0,2.0,60.805974793838494,"LINE/L1, LTR/ERVL-MaLR, SINE/Alu",47.9383849385405,-0.1824128796956399,100.0,76.965,28.49,1.4337469045887212,12.0,12.0,1.0,0.0,Stable_4h,13,76.92307692307692,,0,,0.0,10.109135,7.211238,LL-RIs
HsaINT1004651,ASMTL,865,11.0,9.0,19.76878612716763,LTR/ERVL-MaLR,58.150289017341,-0.2679328696885258,69.075,76.965,28.49,1.4337469045887212,12.0,7.089,0.59075,-0.2285962696955933,Stable_4h,0,,,0,,0.0,8.403135,7.0415835,LL-RIs
HsaINT1004654,ASMTL-AS1,873,3.0,3.0,50.63001145475372,"LTR/ERVL-MaLR, SINE/Alu",56.815578465063,-0.2377327968069531,94.32,279.065,2.145,7.023479736705522,5.141,12.0,2.334176230305388,0.3681336421805909,Stable_4h,0,,,0,,0.0,11.027721,7.841643,LL-RIs
HsaINT0013499,ASPSCR1,4192,15.0,12.0,2.2662213740458017,Simple_repeat,67.175572519084,-0.6093240276873088,46.005,136.74,26.54,2.3651950546162603,12.0,6.35,0.5291666666666667,-0.2764075207556491,Stable_4h,315,89.2830746489283,2.328936929692,0,,0.2017937874687156,8.356624,10.382585,LL-RIs
HsaINT1004741,ATF6B,813,17.0,8.0,80.81180811808117,"SINE/Alu, Simple_repeat",52.3985239852399,0.0264593619022293,77.02,165.97,34.13,2.2818101704407465,7.378,6.828,0.9254540525887774,-0.0336451384480886,Stable_4h,56,91.875,,0,,1.339722695891968,14.251008,6.198594,LL-RIs
HsaINT1004726,ATF6B,375,17.0,1.0,0.0,,62.1333333333333,0.3650641706037549,40.565,165.97,34.13,2.2818101704407465,7.378,9.085,1.2313635131471945,0.0903862807532685,Stable_4h,46,0.4629629629629629,,0,,0.5765781639821567,8.255433,10.118834,LL-RIs
HsaINT0013972,ATG2A,1019,40.0,39.0,10.107948969578018,SINE/MIR,61.5309126594701,-0.7962495069859333,74.43,43.17,8.52,2.341103757235616,10.36,8.376,0.8084942084942085,-0.0923230867384283,Stable_4h,34,91.62995594713657,,0,,0.3625056610117078,9.232783,9.522739,LL-RIs
HsaINT1004753,ATG4B,765,12.0,12.0,0.0,,63.921568627451,-0.6561204192419999,99.945,217.93,28.325,2.9437169487515327,11.886,12.0,1.0095911155981827,0.0041455201254341,Stable_4h,61,94.32624113475175,2.36071096815722,0,,0.2646254581019236,9.8940735,10.339996,LL-RIs
HsaINT1004818,ATP1A3,283,22.0,22.0,0.0,,61.4840989399293,-0.1114929103282617,66.85,35.59,28.07,0.3424428689972611,12.0,7.437,0.61975,-0.2077834645601409,Stable_4h,10,86.53846153846153,,0,,1.9581624892635412,7.3213887,6.7298894,LL-RIs
HsaINT1004833,ATP2A1-AS1,434,1.0,1.0,0.0,,58.294930875576,0.707418011587197,80.85,20.805,11.79,0.8193665700649964,5.126,8.176,1.595005852516582,0.2027622809424122,Stable_4h,16,32.432432432432435,,434,924.869,2.164494101468193,11.026562,9.247378,LL-RIs
HsaINT0014856,ATP2B4,11974,20.0,20.0,24.945715717387674,"SINE/Alu, Simple_repeat",46.5258059128111,0.161414515524569,36.35,13.03,9.04,0.5274424061529468,12.0,11.852,0.9876666666666668,-0.0053896032396113,Stable_4h,298,91.09144542772862,,0,,1.0743881854555402,9.735607,5.98922,LL-RIs
HsaINT0015798,ATXN2L,605,22.0,22.0,0.0,,62.8099173553719,2.223435432014876,98.805,986.145,100.63,3.2927393238836813,5.825,9.755,1.674678111587983,0.2239313440324803,Stable_4h,37,96.64804469273744,2.29151488466588,605,997.876,1.2942871496489643,7.9740734,9.038427,LL-RIs
HsaINT0015891,AUP1,196,11.0,3.0,0.0,,55.6122448979592,0.463564103983868,85.095,532.805,122.07,2.1258989349050443,12.0,12.0,1.0,0.0,Stable_4h,18,5.217391304347826,1.71667685929824,0,,1.8479142769360712,7.6029468,7.1464376,LL-RIs
HsaINT0016155,B3GAT3,190,4.0,3.0,0.0,,61.0526315789474,0.0926190456301565,30.505,91.74,18.04,2.34635156882658,11.161,12.0,1.075172475584625,0.0314781379133204,Stable_4h,12,91.07142857142856,2.40125813299658,190,77.3412,1.640671489958012,8.449971,9.689393,LL-RIs
HsaINT0016219,B4GALNT3,1310,19.0,7.0,57.55725190839695,"LINE/L1, SINE/MIR",57.3282442748092,-0.3748540867878995,84.335,36.59,8.465,2.1118674424434456,12.0,12.0,1.0,0.0,Stable_4h,130,41.25364431486881,0.616509946016514,0,,0.4849225596544229,8.601912,9.098033,LL-RIs
HsaINT0016234,B4GALNT4,97,19.0,3.0,44.329896907216494,Low_complexity,76.2886597938144,-0.1457083331673251,39.04,556.5,20.365,4.772217968113269,12.0,12.0,1.0,0.0,Stable_4h,7,86.11111111111111,4.03981687160964,0,,1.0807254654267429,5.217722,9.063653,LL-RIs
HsaINT0016295,B9D1,328,6.0,6.0,20.121951219512194,SINE/MIR,60.3658536585366,-0.1294281329270395,88.6,29.74,16.28,0.8693039477861715,12.0,11.345,0.9454166666666668,-0.02437674582667,Stable_4h,6,96.7741935483871,1.59913603540763,0,,0.8839401176174893,8.62854,8.298924,LL-RIs
HsaINT1005016,BAG6,330,24.0,11.0,0.0,,63.6363636363636,2.1167841942575376,87.425,325.35,136.775,1.2501879980108506,12.0,11.41,0.9508333333333332,-0.0218956016294102,Stable_4h,16,91.8181818181818,,0,,0.8463168870417641,7.6323204,9.222066,LL-RIs
HsaINT1005014,BAG6,647,24.0,1.0,6.182380216383308,Simple_repeat,58.887171561051,0.8383235304096307,36.445,325.35,136.775,1.2501879980108506,12.0,12.0,1.0,0.0,Stable_4h,77,1.9138755980861244,,0,,1.2356824091284038,10.150409,9.082731,LL-RIs
HsaINT0016373,BAHCC1,3819,28.0,12.0,9.426551453260016,"LINE/L1, SINE/Alu, Simple_repeat",63.681592039801,-0.8931204812274526,87.205,86.175,4.285,4.329902284142132,7.907,12.0,1.5176425951688377,0.1811695072501231,Stable_4h,238,90.77212806026364,,0,,0.144275416674153,7.549476,9.180771,LL-RIs
HsaINT0016537,BAIAP2L2,290,13.0,8.0,30.6896551724138,"Low_complexity, Simple_repeat",82.4137931034483,0.4626609018301288,79.815,13.425,2.225,2.593044847019015,8.27,12.0,1.4510278113663846,0.1616757364950781,Stable_4h,28,71.57894736842105,2.92016735775239,0,,0.8898467660546895,6.4922686,9.110668,LL-RIs
HsaINT0016559,BAIAP3,342,33.0,28.0,0.0,,66.0818713450292,-0.8057888574246863,76.01,43.335,1.31,5.0478939877483215,12.0,8.666,0.7221666666666667,-0.1413625613492687,Stable_4h,18,70.0,,0,,0.5806875960088757,8.117374,7.770574,LL-RIs
HsaINT0016553,BAIAP3,374,33.0,22.0,0.0,,73.7967914438503,-0.4282680963420112,84.945,43.335,1.31,5.0478939877483215,12.0,10.615,0.8845833333333334,-0.0532612475456071,Stable_4h,6,85.71428571428571,,0,,0.3176659079664012,6.4521027,8.618441,LL-RIs
HsaINT0016901,BBS2,216,16.0,8.0,0.0,,34.7222222222222,0.2349023314799333,55.125,21.255,8.195,1.3749864045397158,8.871,7.252,0.8174952091083304,-0.0875147838223091,Stable_4h,6,79.36507936507937,1.27185997968895,0,,1.049789115982337,12.500975,5.053686,LL-RIs
HsaINT0017474,BECN1,670,11.0,4.0,0.0,,48.0597014925373,0.7842272044593115,69.125,62.755,39.845,0.6553317130941052,12.0,6.677,0.5564166666666667,-0.2545998698141422,Stable_4h,11,87.03703703703704,0.428636991336228,0,,0.5470138515680456,10.578956,7.0939336,LL-RIs
HsaINT0017499,BEND3,15793,3.0,1.0,46.17235484075224,"DNA/TcMar-Tigger, DNA/hAT-Charlie, LINE/L2, Low_complexity, SINE/Alu, SINE/MIR, SINE/tRNA-Deu, Simple_repeat",49.9145190907364,-0.0229544072672945,77.525,74.765,26.0,1.523851431035255,11.578,12.0,1.0364484366902746,0.0155477008168401,Stable_4h,769,74.59138187221397,-0.342961446568797,0,,0.8771711551748356,12.289743,8.17828,LL-RIs
HsaINT0017575,BEX2,152,2.0,1.0,0.0,,76.9736842105263,-0.4336821176759307,98.44,29.755,28.1,0.0825619873558238,8.327,12.0,1.4410952323766062,0.158692681389327,Stable_4h,20,16.363636363636363,,0,,2.3700288164668804,7.296789,10.812282,LL-RIs
HsaINT1005201,BIN1,1011,18.0,15.0,27.398615232443127,"Low_complexity, SINE/MIR, Simple_repeat",62.6112759643917,-0.408481188556456,74.635,117.015,21.97,2.413086703982076,12.0,12.0,1.0,0.0,Stable_4h,54,89.78328173374614,,0,,0.4325870826270724,8.526609,9.469371,LL-RIs
HsaINT0024895,BRAT1,266,13.0,5.0,0.0,,64.6616541353383,-0.5375622612072752,73.955,162.2,26.52,2.6126211389920475,9.294,12.0,1.291155584247902,0.1109785779047752,Stable_4h,20,94.38202247191012,3.20119499051589,0,,0.7612421080446231,8.222019,9.597156,LL-RIs
HsaINT0024896,BRAT1,992,13.0,6.0,4.233870967741935,Simple_repeat,64.5161290322581,-0.863945507629813,56.525,162.2,26.52,2.6126211389920475,9.294,5.997,0.6452550032278889,-0.1902686193050703,Stable_4h,71,97.14285714285714,3.20119499051589,0,,0.4723807321949494,10.03083,9.07016,LL-RIs
HsaINT0018736,BRSK2,3868,19.0,12.0,13.28852119958635,"Low_complexity, Simple_repeat",68.0196483971044,-0.6648554422904732,59.985,120.76,7.915,3.931409501376444,12.0,6.555,0.54625,-0.2626085500215217,Stable_4h,273,90.94375595805528,1.73662916608744,0,,0.2081146076403599,8.107909,9.929329,LL-RIs
HsaINT1005468,BTBD2,246,8.0,6.0,0.0,,70.3252032520325,-0.7591591813848639,62.845,107.225,55.9,0.9397211277923662,9.452,12.0,1.269572577232332,0.1036575330872934,Stable_4h,15,96.07843137254902,1.44997220663491,0,,0.7029257519529029,8.376177,11.167197,LL-RIs
HsaINT0019000,BTBD2,2311,8.0,5.0,33.621808740804845,SINE/Alu,59.0220683686716,-0.2509432911668759,58.08,107.225,55.9,0.9397211277923662,9.452,12.0,1.269572577232332,0.1036575330872934,Stable_4h,132,96.10231425091352,1.44997220663491,0,,0.4577647664307644,8.067835,9.544099,LL-RIs
HsaINT0019203,BUB1,1545,24.0,10.0,20.58252427184466,SINE/Alu,39.6116504854369,-0.0067409321600468,37.95,66.41,103.185,-0.63576085779859,11.392,7.916,0.694873595505618,-0.1580941907584225,Stable_4h,29,94.82758620689656,0.840012349092799,0,,1.0939572745939163,13.236959,6.3075495,LL-RIs
HsaINT0019244,BUB1B,171,22.0,7.0,0.0,,34.5029239766082,0.2291294108720167,52.325,149.37,103.48,0.5295384621024644,8.252,4.468,0.5414444983034415,-0.2664460548575425,Stable_4h,0,,0.327870429569713,0,,0.4430590011805232,11.991328,4.5830054,LL-RIs
HsaINT0019253,BUB3,991,7.0,7.0,6.357214934409687,LINE/CR1,36.226034308779,1.4514797969416695,70.08,56.79,52.895,0.1025055564580174,11.837,6.626,0.5597702120469714,-0.2519902160660573,Stable_4h,8,90.56603773584904,0.412689084358301,0,,0.1475858104807531,11.448499,3.4438848,LL-RIs
HsaINT0019668,C10orf88,982,5.0,1.0,32.382892057026474,"LINE/CR1, SINE/Alu",56.2118126272912,-0.2935749219170848,65.275,10.765,7.24,0.5722867170840285,4.678,12.0,2.565198802907225,0.4091210285744905,Stable_4h,99,49.04306220095694,1.06717017600554,0,,0.715270242072827,12.925114,7.0975194,LL-RIs
HsaINT0020833,C14orf80,4622,7.0,5.0,6.490696668109043,SINE/Alu,64.0199048031155,-0.8444133291835065,97.145,54.12,5.81,3.2195517705720085,4.558,10.087,2.213032031592804,0.3449876999838894,Stable_4h,220,88.08864265927978,,0,,0.2668459515118167,8.502104,10.111587,LL-RIs
HsaINT0021091,C16orf59,292,9.0,9.0,0.0,,67.80822,-0.5285189015265951,77.79,231.055,33.65,2.7795578996261354,3.563,5.01,1.4061184395172606,0.1480219035162301,Stable_4h,12,93.02325581395348,,0,,0.8819506545729558,8.393754,10.816448,LL-RIs
HsaINT0021115,C16orf62,8030,27.0,26.0,56.1519302615193,"LINE/CR1, LINE/L1, LINE/L2, LTR/ERVL-MaLR, SINE/Alu, SINE/MIR",49.55168,-0.0621002611956111,37.63,20.7,26.37,-0.3492668034778728,12.0,8.378,0.6981666666666667,-0.1560408900224241,Stable_4h,284,93.56664951106536,,0,,0.5285725740698353,8.924969,7.5685205,LL-RIs
HsaINT1005660,C17orf58,188,2.0,1.0,15.425531914893616,Simple_repeat,68.61702,0.1018876988679808,64.615,17.425,24.965,-0.5187482505743071,7.004,7.164,1.0228440890919477,0.0098094397655853,Stable_4h,46,0.4716981132075472,-0.293724460876284,0,,2.073456574827312,6.6244507,10.374572,LL-RIs
HsaINT0021463,C17orf75,253,9.0,4.0,0.0,,35.57312,0.7110357117406758,69.995,56.07,36.75,0.6094848198552252,4.311,9.781,2.268847135235444,0.3558052360523455,Stable_4h,2,88.23529411764706,,0,,1.149968668533949,12.038339,5.086103,LL-RIs
HsaINT0021780,C19orf48,2314,3.0,1.0,23.638720829732065,SINE/Alu,51.77182,-0.1046238654038747,75.805,334.43,131.2,1.3499365500403022,3.146,6.153,1.9558169103623648,0.2913281968007606,Stable_4h,149,28.18955042527339,,0,,0.8598221431663697,12.1778555,7.051197,LL-RIs
HsaINT0021843,C19orf60,335,4.0,2.0,0.0,,67.16418,-0.4246467045873604,97.295,332.98,41.775,2.994723792944476,5.739,12.0,2.090956612650288,0.3203450213006665,Stable_4h,45,0.7518796992481203,,0,,0.9063973030038144,7.60691,10.111661,LL-RIs
HsaINT0021878,C19orf66,122,7.0,6.0,72.1311475409836,Simple_repeat,77.86885,0.3913636303329763,96.625,72.14,8.34,3.1126801343429067,8.483,7.551,0.8901332075916538,-0.0505449967336387,Stable_4h,5,95.23809523809524,,0,,1.8247031312934407,6.4570713,8.555718,LL-RIs
HsaINT0022234,C1orf159,1043,9.0,3.0,0.0,,66.34708,-0.7035124746185679,58.34,63.105,5.29,3.57641469137592,4.242,10.078,2.375766148043376,0.3758036898392068,Stable_4h,96,92.8443649373882,1.18134671572961,0,,0.4383569458725109,8.086131,9.961941,LL-RIs
HsaINT0059827,C1QTNF12,291,7.0,5.0,0.0,,73.19588,-0.5597241342846497,98.935,19.37,1.05,4.205362720937131,12.0,7.062,0.5885,-0.2302535328205465,Stable_4h,20,98.14814814814817,,0,,0.4532661328217227,7.262245,9.619517,LL-RIs
HsaINT0059823,C1QTNF12,2016,7.0,1.0,0.0,,68.20437,-0.4981627794307317,85.69,19.37,1.05,4.205362720937131,12.0,12.0,1.0,0.0,Stable_4h,118,78.71853546910755,,0,,0.2525912121361451,7.2933693,9.445609,LL-RIs
HsaINT0059825,C1QTNF12,85,7.0,3.0,0.0,,71.76471,-0.5228928596756998,77.41,19.37,1.05,4.205362720937131,12.0,12.0,1.0,0.0,Stable_4h,6,64.70588235294117,,0,,1.4988540459944075,3.6304288,8.900429,LL-RIs
HsaINT0023068,C21orf2,496,6.0,6.0,0.0,,69.15323,-0.7723414110212653,59.545,56.4,6.385,3.142936637583432,11.169,12.0,1.0744023636852,0.03116695510957,Stable_4h,60,89.6103896103896,,0,,0.2844288136552879,9.149217,10.205107,LL-RIs
HsaINT0023067,C21orf2,926,6.0,5.0,0.0,,64.90281,-1.1627481067387035,88.415,56.4,6.385,3.142936637583432,11.169,10.852,0.9716178708926492,-0.0125045058484962,Stable_4h,63,93.048128342246,,0,,0.2826066006089798,9.220523,10.228548,LL-RIs
HsaINT0023567,C2orf68,2081,3.0,2.0,70.7352234502643,"LINE/L2, SINE/Alu, SINE/MIR",51.41759,0.0787394238430491,78.725,51.31,29.63,0.7921813992301336,8.756,12.0,1.3704888076747372,0.1368754931517307,Stable_4h,134,66.58097686375321,0.980038987621743,0,,0.9989854842553586,12.763306,7.117864,LL-RIs
HsaINT1005943,C6orf136,2254,5.0,1.0,49.15705412599822,"Low_complexity, SINE/Alu, SINE/MIR",55.36823,0.0845583666604189,54.66,80.445,15.235,2.4006132540582703,5.088,6.273,1.2329009433962264,0.0909281848969768,Stable_4h,238,54.75409836065574,,0,,0.7557568971023448,12.256369,8.017847,LL-RIs
HsaINT0024942,C7orf43,150,10.0,1.0,0.0,,62.66667,0.1325838924432485,73.085,123.8,11.465,3.4327030545208337,12.0,12.0,1.0,0.0,Stable_4h,6,7.894736842105263,,0,,1.1644768708548865,8.421708,9.546208,LL-RIs
HsaINT0025167,C8orf44,1766,3.0,3.0,55.94563986409966,"LINE/L1, LTR?, SINE/Alu, SINE/MIR",37.03284,0.1676702560493511,97.985,10.935,3.005,1.863516324336908,2.174,12.0,5.519779208831647,0.7419217062973491,Stable_4h,20,94.54545454545456,,0,,0.2739919941465886,14.236031,5.971312,LL-RIs
HsaINT0025191,C8orf58,1121,6.0,1.0,0.0,,64.49599,-0.3329321440215738,70.97,50.815,16.51,1.6219143064962185,3.622,12.0,3.3130866924351188,0.5202328000695853,Stable_4h,113,30.18433179723502,,0,,0.7541684005035179,7.4928985,9.733599,LL-RIs
HsaINT0026644,CAD,223,43.0,17.0,0.0,,52.01794,-0.0190900904530248,64.99,342.285,64.735,2.4025802261946345,7.548,12.0,1.589825119236884,0.201349354554731,Stable_4h,2,81.81818181818181,2.84166382940552,0,,1.0287082092444852,10.433836,7.5342546,LL-RIs
HsaINT0026639,CAD,204,43.0,12.0,0.0,,59.80392,-0.1986896568964341,33.67,342.285,64.735,2.4025802261946345,7.548,12.0,1.589825119236884,0.201349354554731,Stable_4h,4,93.75,2.84166382940552,0,,0.9898775276206327,10.304686,9.096118,LL-RIs
HsaINT0026907,CALHM2,1818,3.0,3.0,40.64906490649065,"LINE/L2, SINE/Alu",50.55006,-0.1060291685595935,93.685,16.57,2.745,2.593695548216253,7.807,12.0,1.5370821058024848,0.1866970666829371,Stable_4h,42,89.47368421052632,,0,,0.8842722854474176,10.990684,7.780767,LL-RIs
HsaINT0027083,CAMK2G,1775,20.0,19.0,23.098591549295776,"SINE/Alu, SINE/MIR",47.04225,0.3407564829715911,50.41,131.595,19.35,2.765699202908141,8.835,12.0,1.3582342954159592,0.1329746922048419,Stable_4h,50,79.87616099071208,,0,,0.7454680821741829,8.533725,6.4585648,LL-RIs
HsaINT0027074,CAMK2G,1313,20.0,1.0,9.444021325209444,"Low_complexity, Simple_repeat",69.53542,0.5022667682483521,65.425,131.595,19.35,2.765699202908141,8.835,5.2,0.588568194680249,-0.2302032102079837,Stable_4h,108,46.02272727272727,,0,,0.4723268811382537,7.134822,9.480202,LL-RIs
HsaINT0027146,CAMKV,213,10.0,4.0,0.0,,64.78873,0.9962358449888856,82.015,323.015,38.015,3.086960465400616,10.638,12.0,1.1280315848843767,0.0523212600630633,Stable_4h,8,94.82758620689656,,0,,0.7870366988876354,7.7451,8.547445,LL-RIs
HsaINT1006294,CAPN10,159,11.0,8.0,0.0,,62.26415,-0.2932088623778258,47.56,183.5,13.91,3.7215857380756985,12.0,7.173,0.59775,-0.2234804152121876,Stable_4h,10,81.57894736842105,2.94199492661917,0,,0.2566463039548016,8.415659,8.932007,LL-RIs
HsaINT0027343,CAPN10,921,11.0,3.0,0.0,,56.24321,-0.5751076091899607,45.375,183.5,13.91,3.7215857380756985,12.0,8.49,0.7075,-0.1502735558036721,Stable_4h,28,83.15789473684211,2.94199492661917,0,,0.3596296731869463,10.24719,8.628817,LL-RIs
HsaINT0027363,CAPN11,469,22.0,21.0,43.92324093816631,SINE/MIR,53.73134,-0.1771794855612047,82.39,16.16,1.18,3.7755684333899535,11.919,12.0,1.006795872136924,0.0029414262725994,Stable_4h,14,88.88888888888889,,0,,0.7583050663244483,9.006738,6.5329013,LL-RIs
HsaINT0027364,CAPN11,142,22.0,22.0,0.0,,63.38028,-0.3038085137150442,79.465,16.16,1.18,3.7755684333899535,11.919,9.554,0.8015773135330145,-0.0960545828276902,Stable_4h,3,22.22222222222222,,0,,1.6229074654923186,7.4420543,8.207725,LL-RIs
HsaINT0156605,CAPN15,2030,13.0,2.0,0.0,,66.50246,-0.8110906853240847,58.915,350.4,26.175,3.7427413326703647,5.608,12.0,2.1398002853067046,0.3303732410890225,Stable_4h,180,94.26751592356688,2.20118872995324,0,,0.2135013093707135,7.9865484,9.5183735,LL-RIs
